Title,Link,Contents,Date,Summarized
What's in the latest release of Epstein-related documents?,https://www.cbsnews.com/news/new-epstein-documents-list-unsealed-files-whats-new/,"A third round of documents related to convicted sex offender Jeffrey Epstein was made public Friday, adding to a trove of information related to Epstein and British socialite Ghislaine Maxwell. The documents reveal more names and details about people connected to Epstein in a variety of ways, most of whom have not been accused of any wrongdoing. The documents — 155 exhibits totaling 2,644 pages all together — stem from a now-settled defamation lawsuit brought against Maxwell by Epstein victim Virginia Giuffre. Maxwell, 60, a former romantic partner of Epstein's, was found guilty in 2021 of conspiring to sexually abuse underage girls and sentenced to 20 years in federal prison for her role. Giuffre has called Maxwell ""the mastermind"" behind the sex trafficking ring. The judge overseeing the lawsuit ordered in December that the documents should be unsealed and made public pending appeals from people whose names appear in them. The hundreds of pages of depositions, incident reports, court filings, emails and other documents include names of witnesses, accusers, members of Epstein's staff, members of law enforcement and others. Among the documents released Friday was one that contained the names of witnesses Maxwell's attorneys said likely had information that could dispute some of the allegations from Giuffre. Other newly released documents include excerpts from witness depositions; a list of phone numbers of vendors and service people with hand-written annotations; several communications between attorneys; a list of search terms used to sift through electronic records as part of the discovery process; about 50 pages of handwritten phone messages from Epstein's message book; and other court records related to discovery and other procedural steps. Portions of a transcript of Maxwell's videotaped deposition were also released. In the July 22, 2016 deposition, her attorney repeatedly advised her not to answer questions regarding sexual activities that involved herself or Epstein. The opposing attorney repeatedly sparred with Maxwell's attorney over whether Maxwell could answer questions related to Epstein's massages. Giuffre's attorneys then filed motions to compel Maxwell to answer deposition questions related to adult sexual activities. The motion was granted. Earlier sets of documents were unsealed Wednesday and Thursday, comprising hundreds of pages and mentioning more than 100 names. Despite widespread and sometimes heated speculation about whose names might appear, the highly anticipated documents largely pertained to previously known accusations — in some cases providing greater detail than previously known, including transcripts of video depositions and police incident reports — and legal strategy for the defamation case between Maxwell and Giuffre. Many have referred to the documents as a list, but only one document released earlier this week contained a list of names. While that list does include some high-profile names — such as former President Bill Clinton and Britain's Prince Andrew, both of whom have denied all wrongdoing in the case — the list is of people Giuffre's attorneys considered deposing in the lawsuit and is not an accusation of wrongdoing. The case of the billionaire financier who was also convicted on sex crimes charges related to the abuse of underage girls has been the subject of much speculation and many conspiracy theories. Epstein's friendships and connections with wealthy and powerful people, some of whom are mentioned in the documents in a variety of contexts, have drawn particular scrutiny, especially in the wake of his 2019 suicide in jail while awaiting trial in New York on federal charges of sex trafficking conspiracy and a count of sex trafficking. As part of a 2008 plea agreement with federal prosecutors in Florida, Epstein served 13 months in jail — often allowed out on work release — for state-level offenses in return for avoiding prosecution on federal charges for allegations of sexually abusing underage girls. While he had to register as a sex offender and pay settlements to victims, victims were not told about the agreement — leading to an investigation of the circumstances surrounding it, which was in progress when he died. The documents released this week also detail how authorities believe Epstein recruited the girls he allegedly exploited for sex — euphemistically termed ""massages"" — uncovered as part of the initial investigation into allegations against him. Among the many accusations leveled at Epstein over the years involve alleged abuse at his homes in Manhattan, Palm Beach, Florida and his private island in the U.S. Virgin Islands near St. Thomas, Little St. James. This is a developing story. Please check back for updates. Allison Elyse Gualtieri is a senior news editor for CBSNews.com, working on a wide variety of subjects including crime, longer-form features and feel-good news. She previously worked for the Washington Examiner and U.S. News and World Report, among other outlets.",2024-01-05,A third round of documents related to convicted sex offender Jeffrey Epstein is made public. The highly anticipated documents largely pertained to previously known accusations. The documents also detail how authorities believe Epstein recruited the girls he allegedly exploited for sex.
Supreme Court lets Idaho enforce abortion ban for now and agrees to hear case,https://www.cbsnews.com/news/supreme-court-idaho-abortion-ban/,"Washington — The Supreme Court on Friday agreed to let Idaho enforce its near-total ban on abortion in certain emergency medical situations while legal proceedings continue and said it will take up the dispute involving whether the Biden administration can require under federal law hospitals in states that ban abortion to perform the procedure on pregnant patients whose lives are at risk. The question raised in the case is whether that law, the Emergency Medical Treatment and Labor Act, preempts state laws restricting access to abortion. The dispute, between the Biden administration and the state of Idaho, is one of several involving abortion that has arisen following the Supreme Court's landmark decision unwinding the constitutional right to abortion. The Supreme Court said in a brief order that it would put on hold a lower court ruling that blocked Idaho from enforcing its abortion ban in certain medical emergencies until it issues a decision in the case. Arguments will be heard in its April session. Enacted in 2020, Idaho's measure makes it a felony for doctors to perform most abortions, with an exception for procedures performed when necessary to save the life of the mother. The law took effect when the Supreme Court overturned Roe v. Wade in June 2022, joining so-called trigger bans in more than a dozen states that went into force following the high court's ruling. In the wake of Roe's reversal, the Justice Department sued Idaho in federal court over the law, arguing that it violates the Constitution and is preempted by the Emergency Medical Treatment and Labor Act, or EMTALA. The law requires health care providers that receive Medicare funds to provide necessary stabilizing treatment, such as emergency abortion care, to a mother whose health is at risk. A U.S. district court in Idaho found the state's law conflicts with EMTALA's requirements and blocked it from being enforced for abortions necessary to avoid a ""serious impairment"" to the patient or placing the health of the mother in ""serious jeopardy."" ""We should not forget the one person with the greatest stake in the outcome of this case — the pregnant patient, laying on a gurney in an emergency room facing the terrifying prospect of a pregnancy complication that may claim her life,"" U.S. District Judge B. Lynn Winmill wrote in an August 2022 order imposing a preliminary injunction. He continued: ""One cannot imagine the anxiety and fear she will experience if her doctors feel hobbled by an Idaho law that does not allow them to provide the medical care necessary to preserve her health and life."" Winmill said ""it's impossible to comply"" with both EMTALA and Idaho's measure. A three-judge panel of the U.S. Court of Appeals for the 9th Circuit granted the Idaho legislature's request to enforce the law while litigation continued. But after reviewing the panel's decision, the full 9th Circuit reinstated the lower court's injunction in October. The appeals court set oral arguments in the case for late January. Idaho officials sought emergency relief from the Supreme Court in late November, arguing that the federal government can't use EMTALA ""to override in the emergency room state laws about abortion any more than it can use it to override state law on organ transplants or marijuana use."" The injunction put in place by the district court, they wrote, ""effectively turns EMTALA's protection for the uninsured into a federal super-statute on the issue of abortion, one that strips Idaho of its sovereign interest in protecting innocent human life and turns emergency rooms into a federal enclave where state standards of care do not apply."" But the Biden administration told the high court that the exception to Idaho's ban is narrower than EMTALA and criminalizes care that is required by federal law, as an emergency room doctor who decides an abortion is necessary to stabilize a patients' condition cannot do so until her condition has deteriorated significantly. If Idaho's law were allowed to take effect, it ""would cause serious, tangible harms to the United States and to the public,"" Solicitor General Elizabeth Prelogar told the court in a filing. ""A stay would increase the risk that pregnant patients will face irreversible injuries, such as strokes, amputations, hysterectomies, and organ failure, that could have been prevented with appropriate emergency care,"" she wrote. ""If a stay issues, physicians will be placed in an impossible position, unable to provide 'medically necessary' care and 'put[ting] the health of Idaho women at significant risk.'"" President Biden said in a Friday statement that healthcare decisions should not be made by politicians. ""These bans are also forcing doctors to leave Idaho and other states because of laws that interfere with their ability to care for their patients. This should never happen in America, "" Biden said. A case similar to Idaho's is proceeding in Texas. A federal district court there sided with the state and blocked the Biden administration from requiring Texas hospitals and doctors to perform abortions in emergency medical situations when it conflicts with the state's law outlawing most abortions. A three-judge panel for the U.S. Court of Appeals for the 5th Circuit affirmed the district court's ruling earlier this month,siding with Texas. Melissa Quinn is a politics reporter for CBSNews.com. She has written for outlets including the Washington Examiner, Daily Signal and Alexandria Times. Melissa covers U.S. politics, with a focus on the Supreme Court and federal courts.",2024-01-05,Idaho has a near-total ban on abortion in certain emergency medical situations. A lower court has blocked the state from enforcing the ban. The Supreme Court says it will take up the dispute.
"Trump should be barred from New York real estate industry, New York AG says",https://www.cbsnews.com/news/trump-should-be-barred-new-york-real-estate-industry-fined-370-million-letitia-james-says/,"Donald Trump made his name in New York real estate, and he plastered it on towers, plazas and skating rinks for half a century. Now, the state's attorney general wants to take it down and bar him from ever again working in the industry, at least in New York. In a filing Friday before closing arguments in Trump's civil fraud trial, lawyers for New York Attorney General Letitia James said they also want Trump and other defendants billed $370 million for ""ill-gotten gains,"" plus additional interest. The filing, a sort of preview of the arguments scheduled for Jan. 11, claims ""the myriad deceptive schemes they employed to inflate asset values and conceal facts were so outrageous that they belie innocent explanation."" The $370 million figure is a significant increase from the $250 million clawback James' office initially said it was seeking when it filed suit against the Trumps in September 2022. A New York judge found Trump, his two adult sons, their company, and two former executives liable for a decade of fraud in September. The trial in the case, on allegations related to conspiracy, falsification of business records and insurance fraud, ran from October through early December . James' office argues in its filing that it proved Trump and the company purposefully juiced their estimates of property values — and his overall net worth — in financial statements used to get unusually favorable deals on loans and insurance. During the trial, the state's lawyers showed internal corporate spreadsheets and communications that they said bolstered their case of a yearslong, coordinated effort to vastly misrepresent Trump's wealth. ""Direct evidence from multiple witnesses establishes Trump made known his desired target net worth each year….which his CFO and Controller then dutifully set out to hit by reverse-engineering the asset values,"" James' attorneys wrote in Friday's filing. They said Trump ""failed to present any legally relevant response to the People's proof."" Christopher Kise, an attorney for Trump, said in a text message to CBS News that the request for $370 million by New York Attorney General Letitia James is ""unconscionable, unsupported by the evidence, untethered from reality, and unconstitutionally excessive."" In a filing Friday, lawyers for Trumps wrote that ""The Attorney General has woefully failed to prove her case and is not entitled to any of the relief sought in this action."" Trump and his co-defendants have vehemently denied the allegations. During testimony in November, he accused James and Judge Arthur Engoron of targeting him unfairly. In addition to the lifetime New York real estate ban for Trump and the former executives, Allen Weisselberg and Jeffrey McConney, James' office is also seeking five-year bans for Donald Trump Jr. and Eric Trump.		 Engoron's final ruling in the case is expected weeks after the Jan. 11 closing arguments. Graham Kates is an investigative reporter covering criminal justice, privacy issues and information security for CBS News Digital. Contact Graham at KatesG@cbsnews.com or grahamkates@protonmail.com",2024-01-05,"A New York judge found Trump, his two adult sons, their company, and two former executives liable for a decade of fraud in September. Now, the state's attorney general wants to take it down and bar him from ever again working in the industry."
Former officer sentenced to 14 months in jail in death of Elijah McClain,https://www.cbsnews.com/news/former-aurora-officer-randy-roedema-sentenced-2019-death-elijah-mcclain/,"Former Aurora Police Officer Randy Roedema has been sentenced to 14 months in Adams County Jail, along with four years probation after being convicted for the death of Elijah McClain back in 2019. ""I cannot help but contemplate all the different scenarios that could've taken place that evening that may have resulted in a different outcome,"" Roedema said before his sentence. The death of the unarmed young Black man four years ago received widespread publicity inside and outside of Colorado and led tolarge-scale protestsandreformsin Aurora's police department. The 23-year-old died after 911 operators received a call about a suspicious person walking down the street. They found McClain on Aug. 24, 2019, wearing a ski mask and carrying groceries when they arrived at Colfax Avenue and Billings Street. Roedema, Jason Rosenblatt, and Nathan Woodyard were all indicted by a grand jury for forcibly restraining McClain in a violent struggle that was captured on police body cam video. On Oct. 12, a Colorado jury reached a split verdict in Adams County Court for two Aurora police officers, Roedema and Rosenblatt who were on trial for thedeath of Elijah McClain. RELATED:Colorado may soon bar police and coroners from referencing ""excited delirium"" in lethal force cases The jury found Roedema guilty of criminally negligent homicide and third-degree assault, while Rosenblatt was found not guilty of manslaughter and assault. Woodyard was found not guilty on Nov. 6 of manslaughter and criminally negligent homicide. Woodyard reportedly returned to the department after he was acquitted of the charges. According to the Aurora Police Department, Woodyard is no longer suspended without pay following his Nov. 6 acquittal. He reportedly reintegrated with the department and is currently on restricted duty. That means he is not in uniform, has no public contact and no enforcement actions pending next steps in the reintegration process, according to the Aurora Police Department. A jury also founded two Aurora paramedics guilty of criminally negligent homicide on Dec. 22 when the 23-year-old Black man was walking home from the grocery store and confronted by officers, who were seen on bodycam video, forcibly restraining him while Aurora Fire Rescue paramedics -- Jeremy Cooper and Peter Cichuniec -- injected him with ketamine.  McClain went into cardiac arrest in an ambulance a few minutes later and died three days after that. RELATED:Read all our coverage of Elijah McClain here Cooper and Cichuniec were both convicted on charges of criminally negligent homicide. As for the counts of second-degree assault, Cooper was acquitted of those charges. Cichuniec was found guilty of second-degree assault-unlawful administration of drugs and found not guilty on the other second-degree assault charge. Cichuniec was taken into custody immediately following the verdict. Following the announcement on the sentencing for Roedema, Elijah McClain's mother Sheneen McClain spoke and believes that everyone who was involved in the death of her son on that night back in August of 2019, didn't show any remorse. ""Our communities cannot know peace until we see the justice departments hold their own enforcers accountable,"" she said. ""My son will never be a dad, an uncle, or a grandfather. Randy Roedema stole my son's life. All the belated apologies in the world cannot remove my son's blood from Randy's hands."" Both paramedics who were found guilty for Elijah McClain's death are set to be sentenced on March 1.  The city of Aurora agreed back in 2021 to pay $15 million to settle a civil lawsuit brought by McClain's parents. Kasey Richardson is Covering Colorado First in the CBS Colorado newsroom as a digital media producer. He writes and edits articles about breaking news, developing stories and sports. See the CBS Colorado news team or contact us.",2024-01-05,"Randy Roedema has been sentenced to 14 months in Adams County Jail, along with four years probation after being convicted for the death of Elijah McClain. A jury also founded two Aurora paramedics guilty of criminally negligent homicide on Dec. 22 when the 23-year-old Black man"
Wayne LaPierre to resign from NRA ahead of corruption trial,https://www.cbsnews.com/news/wayne-lapierre-resigns-from-nra-ahead-of-corruption-trial/,"Wayne LaPierre is stepping down from the National Rifle Association after more than three decades as the leader of the gun rights advocacy group. The decision came as LaPierre, 74, faces an impending legal showdown in New York, where jury selection has already begun in a civil lawsuit filed by Attorney General Letitia James, who has accused top officials of the organization, including LaPierre, of diverting millions of dollars for their personal use. At the helm of the NRA since 1991, LaPierre, the group's executive vice president and CEO, said his exit will take effect on January 31. ""With pride in all that we have accomplished, I am announcing my resignation from the NRA,"" LaPierre said in a statement released by the NRA. ""I've been a card-carrying member of this organization for most of my adult life, and I will never stop supporting the NRA and its fight to defend Second Amendment freedom. My passion for our cause burns as deeply as ever."" James' lawsuit against the NRA, LaPierre and others is scheduled to start on Monday, with LaPierre among those expected to testify. LaPierre and three others are accused of illegally diverting tens of millions of dollars from the NRA and spending the nonprofit's funds on vacations and other questionable expenditures. James responded to LaPierre's announced resignation by calling the development ""an important victory"" that ""validates"" her office's claims against him. ""We look forward to presenting our case in court,"" the attorney general said in a poston X, formerly known as Twitter. The suit filed by James in 2020seeks to ban LaPierre and others from serving in leadership roles of any not-for-profit or charitable organization doing business in New York, which would effectively bar them from involvement with the NRA. The New York-based group filed for bankruptcy protection in 2021 and sought to move its headquarters to Texas. But a federal judge blocked the move, opening the door for New York prosecutors to proceed with their case. — The Associated Press contributed to this report. Kate Gibson is a reporter for CBS MoneyWatch in New York.",2024-01-05,"Wayne LaPierre, the NRA's executive vice president and CEO, is stepping down. The decision comes as LaPierre faces an impending legal showdown in New York. Jury selection has already begun in a civil lawsuit filed by Attorney General Letitia James. The suit seeks to ban LaPierre"
"Michael Bolton reveals he had brain tumor surgery, taking break from stage",https://www.cbsnews.com/news/michael-bolton-brain-tumor-surgery-taking-break-tour/,"Crooner Michael Boltonhas revealed that just before the holidays he had to have ""immediate surgery"" to remove a brain tumor. He said in a Facebook post that thanks to his ""incredible medical team, the surgery was a success."" ""I am now recuperating at home and surrounded by the tremendous love and support of my family,"" he wrote. He added that for the next few months, he'll be focusing his time and energy on his recovery and will have to take ""a temporary break"" from touring. ""It is always the hardest thing for me to ever disappoint my fans or postpone a show, but have no doubt I am working hard to accelerate my recovery and get back to performing soon,"" he wrote. The two-time Grammywinner had upcoming tour datesscheduled for Florida, California, Ohio, Louisana and Texas before heading to Europe in the spring. ""I am beyond grateful for all the love and support you have so generously shown me through the years,"" he wrote to his fans. He said he is keeping their positive messages in his heart, and said he would provide updates soon. Cara Tabachnick is a news editor and journalist at CBSNews.com. Cara began her career on the crime beat at Newsday. She has written for Marie Claire, The Washington Post and The Wall Street Journal. She reports on justice and human rights issues. Contact her at cara.tabachnick@cbsinteractive.com",2024-01-05,"Bolton says he had ""immediate surgery"" to remove a brain tumor. He will have to take ""a temporary break"" from touring. ""I am beyond grateful for all the love and support you have so generously shown me,"" he wrote."
"Actor Christian Oliver, 2 daughters killed in Caribbean plane crash",https://www.cbsnews.com/news/christian-oliver-2-young-daughters-killed-caribbean-plane-crash/,"Actor Christian Oliver, his two young daughters and the pilot of a small plane are dead after the aircraft crashed into the Caribbean Sea, authorities said Friday. The Royal St. Vincent and the Grenadines Police Forcesaid in a statementthat Oliver, 51, identified in the statement by his real name Christian Klesper, and daughters Madita. 12, and Annik,10, were on board the small plane. The pilot was identified as area resident and plane owner Robert Sachs. The U.S. State Department said Sachs was also an American. Representatives for Oliver also confirmed his death, telling CBS News in a statement that their ""thoughts and prayers are with him, his two daughters and his family."" The police force said that the plane had crashed into the sea about a mile off the coast of Petit Nevis sometime after midday. The plane was traveling to St. Lucia, about 65 miles away, authorities said, but moments after taking off, it ""experienced difficulties and plummeted into the ocean."" Local fishermen and divers approached the scene after the crash, officials said. Divers recovered the bodies,according to authorities, and transferred them to the members of the Saint Vincent and the Grenadines Coast Guard that had arrived on the scene. All four people on the plane were confirmed dead by a medical practitioner, authorities said. Post-mortem examinations will determine the causes of death. The plane crash remains under investigation, the Royal St. Vincent and the Grenadines Police Force said. The Eastern Caribbean Civil Aviation Authority told CBS News that it is ""currently in the process of gathering information to assist in the investigation."" The State Department said it is providing ""all appropriate consular assistance"" to the families of the victims. Oliver, who was born in Germany and is best known for the 2008 film ""Speed Racer,"" posted on New Year's Day that he and his family were ""somewhere in paradise."" A post shared by Christian Oliver (@christianoliverofficial) He also appeared in the films ""The Good German"" and ""Valkyrie,"" according to his website. According to his iMDB page, Oliver will appear in two upcoming movies. One, ""London Blue,"" is in post-production but does not yet have a release date. The other film, ""Forever Hold Your Peace,"" is still in production. The film's director, Nick Lyon, said in an Instagram post that the film had recently finished filming. ""We talked about producing a film together for years and finally did it,"" Lyon wrote, adding this was the fifth project they had worked on together. ""Thank you for being a great colleague, actor and friend."" Kerry Breen is a reporter and news editor at CBSNews.com. A graduate of New York University's Arthur L. Carter School of Journalism, she previously worked at NBC News' TODAY Digital. She covers current events, breaking news and issues including substance use.",2024-01-05,"Oliver is best known for the 2008 film ""Speed Racer"" He also appeared in the films ""The Good German"" and ""Valkyrie"" The plane was traveling to St. Lucia, authorities say."
"Northeastern U.S. preparing for snow, rain, ice over the weekend",https://www.cbsnews.com/news/weather-us-northeast-weekend-storm-snow-rain-ice/,"Millions of people across the eastern U.S. are preparing for a wintry mix of precipitation as a potent storm system looks to bring snow, freezing rain and ice to the region.  The system is expected to reach North Carolina by Saturday morning and then track along the northeastern coastline throughout the weekend. It could bring to Philadelphia and other major cities amounts of snow not seen in several years. The heaviest snowfall is expected in regions including the Poconos in Pennsylvania, parts of the Hudson Valley and portions of New England. However, winter storm warnings and watches were in effect throughout much of the Northeast. Chris Stachelski of the National Weather Service said localized accumulations of snowfall could exceed one foot in areas of higher elevation. Elsewhere, the concern is ice — with up to a quarter of an inch forecast for parts of Virginia, North Carolina, South Carolina and West Virginia.  Boston Mayor Michelle Wu said the city was preparing for the snowstorm but wasn't expecting it to be a major event, and the timing of the snow means it would likely have less of an impact on city life. Storm surges, often a problem with winter storms, were also not expected. ""We are thankfully hoping that the projections stay where they have been trending, which is that the weather really will begin tomorrow evening into Sunday and hopefully let up in time for it to be taken care of before Monday commutes and Monday starts to school,"" Wu said.  A snowfall drought has been setting records across the eastern U.S. — and this storm may end it in some cities. For the number of consecutive days with less than an inch of snow, Philadelphia reached 705 days through Friday — beating the prior record of 661 days that ended on Dec. 15, 1973.  New York City went 691 days through Friday, outstripping the prior record of 383 days that ended on March 21, 1998. Baltimore reached 707 days through Friday, a record, with a prior record of 672 days that ended on Dec. 25, 2012. Temperatures have been warmer than normal, making it hard for precipitation to fall as snow. Some storms that recently tracked through the Northeast were carrying warm air from the South and moisture that fell as rain, Stachelski said.  El Nino effects also played a role, he said, by preventing cold air from getting into the East long enough to interact with moisture that storms are bringing, which is key for precipitation to fall as snow. Pedro DiNezio, associate professor of oceanic and atmospheric science at the University of Colorado Boulder, said the pattern of rain - rather than snow - in the fall and winter has been predicted by climate models. ""It will snow less frequently and more of the storms will dump rain as opposed to snow in the U.S. Northeast,"" he said.  Connecticut Gov. Ned Lamont says it's been about two years since a major storm has hit the state. ""I think this storm's been a long time coming,"" Lamont said. ""It's been over two years since we've had a storm of this magnitude, 6 to 12 inches. We've got a lot of salt piled up here; it's been piling up for a while (and) some shiny new snow plows."" State Transportation Commission Garrett Eucalitto said his department will have about 900 drivers on duty, including 630 snow plows. There will also be about 200 contractors working on the state highways. But he said that is fewer than in the past.  ""We have about 115 vacancies right now in our driver pool,"" he said. ""So our employees will come in tomorrow evening and they are not going to go home until the storm is concluded."" He said the state is also short about a quarter of the contractors it normally uses, because of difficulties they have had filling jobs. Parts of central Maine were hit hard by a December storm that brought flooding and cut power to more than 400,000 customers in a state of less than 1.4 million people. Only a few hundred customers were without power on Friday, but authorities in the state cautioned residents to prepare for the weekend storm. Authorities in Maine cautioned that another storm could closely follow the weekend snow. That storm is expected to arrive Tuesday into Wednesday and could bring snow, rain and bad road conditions, officials said. ""We urge Maine people to continue to follow forecasts and to prepare themselves in advance,"" said Maine Emergency Management Agency Director Pete Rogers.",2024-01-05,The storm could bring to Philadelphia and other major cities amounts of snow not seen in several years. A snowfall drought has been setting records across the eastern U.S. — and this storm may end it.
Defense Secretary Lloyd Austin hospitalized after complications from procedure,https://www.cbsnews.com/news/defense-secretary-lloyd-austin-hospitalized/,"Defense Secretary Lloyd Austin has been hospitalized since Monday, due to complications following a minor elective medical procedure, Air Force Maj. Gen. Pat Ryder, the Pentagon press secretary, said Friday. It was the department's first acknowledgement that Austin had been admitted to Walter Reed National Military Medical Center. Ryder said Friday that it's not clear when Austin will be released from the hospital, but said the secretary is ""recovering well and is expecting to resume his full duties today."" He said that this has been an ""evolving situation,"" and due to privacy and medical issues the department did not make Austin's absence public. In a statement, Ryder said that at all times, Deputy Defense Secretary Kathleen Hicks ""was prepared to act for and exercise the powers of the Secretary, if required."" Austin, 70, spent 41 years in the military, retiring as a four-star Army general in 2016.",2024-01-05,Defense Secretary Lloyd Austin has been hospitalized since Monday. He was admitted to Walter Reed National Military Medical Center. It's not clear when Austin will be released from the hospital.
Some Verizon customers can claim part of $100 million settlement. Here's how.,https://www.cbsnews.com/news/verizon-settlement-how-to-file-a-claim/,"Some Verizon customers may be eligible to claim part of a $100 million class-action settlement, but they'll have to act soon to cash in. The settlement resolves a lawsuit with Verizon Wireless subscribers alleging the mobile service provider tacked on an extra ""administrative charge"" to customers' monthly bills to ""extract additional cash"" from them.  Here's what to know about the settlement. Verizon is shelling out the money to settle a lawsuit filed by current and former customers last year. In the complaint, lawyers for Verizon users allege the company ""deceived"" subscribers by unlawfully tacking on an additional ""administrative charge"" to their service bills ""without [their] consent."" In addition, Verizon ""never adequately or honestly disclosed"" the fee to its customers before they subscribed to its services, and ""uniformly charged them higher monthly rates than it advertised and promised,"" lawyers said in the complaint. Verizon denies any wrongdoing, according to the settlement website. The company did not immediately respond to CBS MoneyWatch's request for comment. Current and former Verizon customers who had a postpaid wireless or data service plan and were charged an ""Administrative Charge and/or an Administrative and Telco Recovery charge"" between Jan. 1, 2016, and Nov. 8, 2023, are eligible to receive compensation under the settlement, the settlement agreement shows. Postpaid wireless plans are those in which holders pay for services at the end of a monthly billing cycle. For eligible Verizon customers, the initial payout will be between $15 and $100, depending on the length of time the claimant has been a customer. Affected Verizon customers must file a compensation request form through the claims website. Eligible customers should receive an email with a notice ID and confirmation code that will allow them to access an online portal where they can file a claim. To file a print claim, you can download and print a formthrough the claims website, fill it out and mail it to the address listed on the form. The filing deadline for claims is April 15, according to the settlement website. Claimants who file after that date will not receive compensation. In addition, they will also forfeit their right to sue Verizon over the allegations resolved by the settlement.  You should opt out if you intend on filing a separate complaint against Verizon over any claims contained in the class-action lawsuit. To opt out, claimants must mail a signed exclusion request to the settlement administrator by Feb. 20. Claimants should address the letter to the following address: Verizon Administrative Charge Settlement Administrator, Attn: Exclusions, P.O. Box 58220, Philadelphia, PA 19102. Elizabeth Napolitano is a freelance reporter at CBS MoneyWatch, where she covers business and technology news. She also writes for CoinDesk. Before joining CBS, she interned at NBC News' BizTech Unit and worked on the Associated Press' web scraping team.",2024-01-05,Verizon Wireless customers may be eligible to claim part of a $100 million class-action settlement. The settlement resolves a lawsuit filed by current and former customers last year. Affected Verizon customers must file a compensation request form through the claims website.
What can Americans expect for the economy in 2024?,https://www.cbsnews.com/news/economy-axios-financial-expert-what-to-expect-in-2024-javier-david/,"Although fears of a U.S. recession loomed over much of 2023, a resilient economy surprised forecastersby gaining speed on the strength of robust consumer spending and solid job gains. So what can we expect for 2024? Here's what one financial pundit had to say. ""The funny thing about 2024 is that there's nothing entirely new under the sun,"" said Javier David, managing editor, business and markets, at Axios and a CBS News contributor. ""Most of the themes include a continuation of what was the last year. They're all interconnected — inflation, Fed policy and response, jobs market, recession fears."" Federal Reserve Chairman Jerome Powell in December hinted atinterest rate cuts in 2024 as inflation cools. That spark of hope has led some economists to speculate on not if, but when those rate cuts may begin. Despite a strong December jobs report, a potential inflation risk if the economy continues to run hot, many experts remain optimistic that the central bank will lower rates this year. Still, David cautioned that there may be many bumps ahead for the economy on the road to possible interest rate cuts. ""So the thing here that everybody needs to keep in mind is inflation has been tamed, the preferred gauge the Fed watches is floating around the Fed's target of 2%, but the risks are still there, and that's particularly because consumers have continued to open up their wallets and add to their credit card debt,"" he said. Consumer spending rose at a 3.6% annual rate from July through September in 2023, and shoppers continued to open their walletsfor the holidays despite the fact that many Americans say they're spending more than they earn. That aligns with 2023 data from the Federal Reserve Bank of New York that shows consumers owe a record $986 billion in credit card debt, up 17% from 2022. ""The paradox is everyone expects the Fed to cut, but they're only going to do so unless conditions turn recessionary. Currently, they are not,"" said David, who emphasized the correlation between robust consumer spending and the economy's strength. ""We should all thank our lucky stars that the American people continue to spend, because our economy is two-thirds consumer spending ... that's what's driving this train, that's what's keeping the jobs market afloat, that's what's keeping companies from mass layoffs."" Even if consumers rein in spending and the economy slips into a recession, he said, there's a good chance it will be mild. ""We're entering 2024 much like we entered 2023. Everyone was fearful of a recession. People think a recession will happen, but all recessions aren't created equal. We could see a downturn. We don't have to see a repeat of 2020 or 2008, which were pretty extreme Black Swan events that really created tough economic conditions. So we could see a softening without a collapse in economic activity."" What's the biggest X factor for the economy in 2024? That would be the outcome of November's national election, according to David. ""I'm not in the predictions game, but I do think things are going to get dicey closer to the elections. And the election is arguably the biggest wild card and the only real unknown hanging over the 2024 economy. So I do think we'll see a Fed cut in the second half, but not before then.""",2024-01-05,"Many experts remain optimistic that the central bank will lower rates this year. Consumer spending rose at a 3.6% annual rate from July through September in 2023. Even if consumers rein in spending and the economy slips into a recession, there's a good chance it will be mild."
