Title,Link,Contents,Date,Summarized
Detroit Pistons lose NBA record 27th straight game in one season,https://www.cbsnews.com/news/pistons-lose-27-straight-games-nba-record/,"The Detroit Pistons have made NBA history. Detroit became the league's first team to lose 27 straight games in a season, falling 118-112 to the Brooklyn Nets on Tuesday night. The Nets beat the Pistons on Saturday in Brooklyn, handing them their 26th consecutive defeat to match the 2010-11 Cleveland Cavaliers and 2013-14 Philadelphia 76ers for the most losses in a row within one season. Detroit no longer shares the unwanted mark. Next up is the overall record of 28 straight losses, set by the Philadelphia 76ers from late in the 2014-15 season through early 2015-16. At least matching the record seems likely with a game Thursday night against the NBA-leading Boston Celtics on the road. The game against Brooklyn, like the season, started with some hope. Detroit led 9-1 and had a 14-point lead in the first quarter before poor shooting, defense coupled with turnovers paved the way for Brooklyn to extend the Motor City's misery. The Nets outscored the Pistons by 13 in the second quarter to lead 61-54 at halftime. Cade Cunningham scored 18 of his 41 points in the third quarter and made a 3-pointer early in the fourth to give Detroit a 97-92 lead. Just as fans who nearly filled Little Caesars Arena started cheering with passion heard at a playoff game, the Nets went on a 13-0 run to take the lead for good. Cunningham did his part to give the team a shot to finally win, but he didn't have much help and even he had a turnover  Bojan Bogdanovic did score 23 points before fouling out and after leaving Cam Johnson wide open for a 3-pointer that gave Brooklyn a six-point lead with 1:40 to go. Jaden Ivey, the No. 5 pick overall last year, missed 9 of 12 shots as the Nets backed off him and welcomed the guard to shoot. In the final minute, fed-up fans started to chant, ""Sell the team! Sell the team!"" though Pistons owner Tom Gores was not in the building to hear it.",2023-12-28,
Top U.S. officials meet with Mexican president amid record migrant crossings,https://www.cbsnews.com/news/blinken-mayorkas-mexico-migrant-crisis/,"President Biden dispatched top officials to Mexico City this week for a meeting with President Andr茅s Manuel L贸pez Obrador that the White House described as ""productive."" It came as migrants are crossing the U.S. border in record numbers and Congress has been unable to reach a consensus on funding border security. The White House National Security Council said in a statement Thursday that ""L贸pez Obrador has taken significant new enforcement actions yet we have a lot more work to do together,"" and that top White House officials will meet again with Mexican leaders in Washington in January. Secretary of State Antony Blinken, Homeland Security Secretary Alejandro Mayorkas and Mr. Biden's homeland security adviser Liz Sherwood-Randall traveled to Mexico on Wednesday to meet with L贸pez Obrador. Senior Biden administration officials said late Wednesday that the meeting lasted over two hours. One senior administration official said that Mexico ""came prepared to share a plan with us on how they were taking the work that they are already doing"" to help stem the flow of migrants into the border. ""We have seen in recent days a pretty significant reduction in in border crossings,"" one of the officiasl said. ""So again, this is not something that the U.S. and Mexico will be able to address on or off on their own. So I would say the majority of our conversation actually focused on work that we're doing together in the region."" The senior administration officials said Mexico agreed on the need to crack down on smuggling. They also said Blinken and L贸pez Obrador discussed ""legal pathways"" for migrants, which one official described as one of the ""strong intersecting interests between President Biden and President L贸pez Obrador."" The meeting came as mayors of New York, Chicago and Denver said Wednesday that they have no more capacity for migrant arrivals, as Texas Gov. Greg Abbott has continued to send migrants to those cities. Chicago Mayor Brandon Johnson said Wednesday that all three cities ""have reached a point where we are either close to capacity, or nearly out of room."" ""Without significant intervention from the federal government, this mission will not be sustained,"" Johnson said.  In response to the mayors, White House spokesperson Angelo Fern谩ndez Hern谩ndez said in a statement that federal immigration clinics have provided assistance to roughly 10,000 migrants in applying for work permits. He he noted that Temporary Protected Status and work permit applications are being decided in 30 days on average. The White House said last week that Mr. Biden spoke to L贸pez Obradorabout ""ongoing efforts to manage migratory flows in the Western Hemisphere."" The two leaders ""agreed that additional enforcement actions are urgently needed so that key ports of entry can be reopened across our shared border,"" the White House said. The visit comes after Border Patrol processed nearly 50,000 migrants who entered the U.S. illegally in just five days last week. In November, Border Patrol agents apprehended more than 191,000 migrants who crossed the U.S.-Mexico border unlawfully. This month, as many as 10,000 migrants were apprehended daily at the southern border. Mexico's president said last week he's willing to help address the issue, but he wants the U.S. to provide more aid to the region and ease sanctions Cuba and Venezuela. ""We have always talked about addressing the causes [of migration]. The ideal thing is to help poor countries,"" L贸pez Obrador said, according to the Associated Press. In the U.S., Congress has debated border policy changes for weeks as part of a larger package including assistance to Ukraine and Israel. To convince Republicans ??who want harsher border security measures ??to support more foreign aid, Democrats are considering drastic limits on asylum and increased deportations. Camilo Montoya Galvez contributed to this report. Caitlin Yilek is a politics reporter at cbsnews.com and is based in Washington, D.C. She previously worked for the Washington Examiner and The Hill, and was a member of the 2022 Paul Miller Washington Reporting Fellowship with the National Press Foundation.",2023-12-28,"The White House National Security Council says ""a lot more work to do together"" Mexico's president said last week he's willing to help address the issue, but he wants more aid to the region."
"U.S. woman believed to be Hamas hostage was killed on Oct. 7, kibbutz says",https://www.cbsnews.com/news/israel-hamas-gaza-judy-weinstein-haggai-hostage-dead/,"A 70-year-old woman with U.S. citizenship who was thought to have been taken to Gaza as a hostage by Hamas on Oct. 7 was actually killed during the initial attack, according to a statement released Thursday by the kibbutz she was taken from. Judith Weinstein Haggai, who was an Israeli, American and Canadian national, came under fire in the attack on Kibbutz Nir Oz along with her husband, Gadi Haggai, 72, a dual U.S.-Israeli national. Both were believed to have been taken hostage, butlast week Israeli officials said they had confirmedGadi Haggai's death. According to a spokesperson for Kibbutz Nir Oz, where the couple lived, Judy Weinstein Haggai was also ""fatally wounded"" by Hamas gunmen in the Oct. 7 attack. Both bodies are still believed to be held by Hamas in Gaza, the spokesperson said. The statement said Weinstein Haggai was a mother of four and grandmother of seven who taught English to children with special needs, and described her as a poet and entrepreneur who ""pursued many initiatives to advance peace in the region."" Weinstein Haggai had family ties to the New York area. Gov. Kathy Hochul tweeted: ""Heartbroken to learn that Judith Weinstein was killed during the October 7 attack. My heart is with her family abroad and those still here in New York.  May her memory be a blessing and may the many hostages still in captivity be brought home safely."" Senator Chuck Schumer called the news ""devastating."" ""I'm grieving and praying for them. We must keep working to bring the hostages home. We cannot wait,"" he wrote. The couple's daughter, Iris, told CBS News in late November that she had seen video evidence that her father was killed, and said at that time that she had had no updates about her mother. ""The hostages that were released didn't see her. They didn't hear about her,"" she told CBS News, as dozens of hostages were released as part of atemporary cease-fire. ""I don't have any proof of life for my mom. Nothing."" Israel has said about 250 people weretaken hostageby Hamas and other militants who rampaged through communities in southern Israel, near the Gaza border, on Oct. 7, killing about 1,200 people, mostly civilians. Israel vowed to wipe out Hamas and responded with a major military assault on Gaza, which remains ongoing and has killed at least 21,000 people in the territory, according to the Hamas-run health ministry. A temporary cease-fire in November led to therelease of 105 hostages??Israelis as well as some foreigners ??in exchange for 240 Palestinians held in Israeli prisons. According to Israeli authorities, about 129 people are still being held hostage in Gaza. Kerry Breen is a reporter and news editor at CBSNews.com. A graduate of New York University's Arthur L. Carter School of Journalism, she previously worked at NBC News' TODAY Digital. She covers current events, breaking news and issues including substance use.",2023-12-28,Gadi Haggai and his wife were believed to have been taken hostage by Hamas. The couple's daughter said in November that she had seen video evidence that her father was killed. The kibbutz she was taken from released a statement on Thursday.
Gaza family tries to protect newborn quadruplets amid destruction of war,https://www.cbsnews.com/news/gaza-israel-war-newborn-quadruplets/,"As Israel continued its deadly bombardment in Gaza overnight, there was new life amid the carnage for one family with newborn quadruplets. Iman al-Masri, who was displaced from the city of Beit Hanoun, gave birth to four babies on Dec. 18. One is named after a missing grandfather. Another is still too weak to leave the hospital. But al-Masri, a mother of seven, is doing her best to keep her family safe, sheltering with them in a school building. Her husband, Ammar, has given up his food so other members of his family can eat. ""Strikes occur very often,"" al-Masri says. ""My husband Ammar wakes up to cover the newborns, because we were worried broken glass would fall on them."" The war is taking an especially steep toll on families, and Israel says it has no plans to stop the bombing until Hamas is destroyed. It accuses Hamas of using civilians, like the al-Masris, as human shields. Over 80 days of bombardment has turned entire neighborhoods to rubble and killed over 21,000, according to the Hamas-run Ministry of Health. Humanitarian workers say hospitals have been decimated and facilities are overwhelmed. ""There's no way to keep up with the scale of injuries and trauma and suffering that's coming through these doors,"" said Sean Casey, an emergency medical team coordinator with the World Health Organization, after touring some of Gaza's battered health care facilities. In one wrenching moment, two young girls followed their injured mother into a hospital, only to soon learn that she hadn't survived. The Israeli military is expanding its offensive into central Gaza, targeting Hamas' leadership, while creating another mass exodus of people, many already displaced, who are looking for any place they can find safety. Ian Lee is a CBS News correspondent based in London, where he reports for CBS News, CBS Newspath and CBS News Streaming Network. Lee, who joined CBS News in March 2019, is a multi-award-winning journalist, whose work covering major international stories has earned him some of journalism's top honors, including an Emmy, Peabody and the Investigative Reporters and Editors' Tom Renner award.",2023-12-28,"Over 80 days of bombardment has turned entire neighborhoods to rubble and killed over 21,000. Israel says it has no plans to stop the bombing until Hamas is destroyed."
Nikki Haley fails to mention slavery when asked about cause of Civil War,https://www.cbsnews.com/news/nikki-haley-fails-to-mention-slavery-when-asked-about-cause-of-civil-war-new-hampshire-town-hall/,"Berlin, New Hampshire ??Republican presidential candidate and former South Carolina Gov. Nikki Haley declined to mention slavery as the cause of the Civil War during a campaign event Wednesday evening in Berlin, New Hampshire. ""What was the cause of the United States Civil War?"" a male attendee asked Haley during a town hall. The former U.S. ambassador to the United Nations appeared to be taken aback by the question and paused before answering. ""Well, don't come with an easy question,"" Haley joked. ""I think the cause of the Civil War was basically how government was going to run, the freedoms, and what people could and couldn't do. What do you think the cause of the Civil War was?"" The questioner ??who later identified himself to reporters off camera as ""Patrick"" ??immediately shot back at Haley, saying he's not the one running for president. Haley attempted to further elaborate her response, but still with no mention of slavery.  ""I think it always comes down to the role of government, and what the rights of the people are,"" Haley said. ""And I will always stand by the fact that I think government was intended to secure the rights and freedoms of the people. It was never meant to be all things to all people. Government doesn't need to tell you how to live your life."" When the voter followed up with Haley on why she wasn't mentioning slavery in her response, she asked, ""What do you want me to say about slavery?"" Haley's exchange was met with some applause from the town hall's audience. However, the criticism was almost immediate, with many taking to social media to react, including President Biden, who tweeted late Wednesday night: ""It was about slavery."" ""This isn't hard, condemning slavery is the baseline for anyone who wants to be President of the United States, but Nikki Haley and the rest of the MAGA GOP are choking on their words trying to rewrite history,"" said Jaime Harrison, chairman of the Democratic National Committee, in a statement to CBS News after the town hall. The confrontation comes amid Haley's growing momentum in New Hampshire, with the latest polls showing she has been gaining on former President Donald Trump, something no other Republican presidential candidate has been able to do in the Granite State. Earlier this month, she was endorsed by Republican New Hampshire Gov. Chris Sununu. Throughout her campaign, Haley has championed South Carolina's 2015 removal of the Confederate flag on the State House grounds under her tenure as governor. The removal came in the wake of the 2015 mass shooting at Mother Emanuel AME church in Charleston in which a white supremacist killed nine Black people. As part of her stump speech, Haley often tells the story of the moments leading up to the flag's removal. ""50% of South Carolinians saw the Confederate flag as heritage and tradition, the other 50% of South Carolinians saw it as slavery and hate,"" Haley told voters during a town hall in Spirit Lake, Iowa, earlier this month. ""My job wasn't to judge either side,"" Haley said. ""My job was to get them to see the best of themselves and go forward."" Haley often pitches to voters that ""the tone at the top matters"" in bringing the country together across different and sensitive issues. ""We were able to bring that Confederate flag down,"" she said in Spirit Lake. ""We didn't have riots, we had vigils. We didn't have protests, we had hugs. And South Carolinians showed the world what strength and grace look like. That's how you do it."" Nidia Cavazos is a 2024 campaign reporter for CBS News.",2023-12-28,"Nikki Haley declined to mention slavery as the cause of the Civil War during a campaign event Wednesday. ""My job wasn't to judge either side,"" Haley said. President Biden tweeted late Wednesday night: ""It was about slavery"""
Federal judge OK's new GOP-drawn congressional map in Georgia,https://www.cbsnews.com/news/georgia-congressional-map-republicans-federal-voting-rights-law/,"Washington ??A federal judge in Georgia on Thursday approved a congressional map redrawn by the state's GOP-led legislature after its original voting lines were found to be drawn in violation of federal voting rights law. U.S. District Judge Steve Jones said in a 15-page order that the General Assembly ""fully complied"" with his October order that required the creation of a majority-Black congressional district in the western part of metro Atlanta. His acceptance of the new map, which maintains Republicans' 9-5 edge for its congressional delegation, sets new bounds up to be used in the 2024 election. This is a developing story and will be updated Melissa Quinn is a politics reporter for CBSNews.com. She has written for outlets including the Washington Examiner, Daily Signal and Alexandria Times. Melissa covers U.S. politics, with a focus on the Supreme Court and federal courts.",2023-12-28,"U.S. District Judge Steve Jones said in a 15-page order that the General Assembly ""fully complied"" with his October order that required the creation of a majority-Black congressional district. His acceptance of the new map maintains Republicans' 9-5 edge for its congressional delegation."
Lauren Boebert to seek reelection in a different Colorado district,https://www.cbsnews.com/news/lauren-boebert-seek-office-different-congressional-district-colorado-2024/,"Rep. Lauren Boebert, the Republican congresswoman representing a huge swath of western and southern Colorado, announced Wednesday that in the 2024 election, she plans on changing districts. Boebert said in a Facebook video that she intends to seek office in Colorado's 4th Congressional District, which covers the Eastern Plains, currently represented by Republican U.S. Rep. Ken Buck. Buck said last month that he won't seek reelection in 2024, due to the Republican Party's support of former President Donald Trump and, what he called an embrace of conspiracy theories. He's represented the district since 2015. ""I wanted to let you, my constituents and supporters, hear directly from me about my plans for the 2024 election cycle and the importance of maintaining a conservative voice for Colorado in Congress as well as keeping our Republican House majority,"" Boebert wrote in the caption of that Facebook video. ""I cannot put into words how grateful I am for everyone who has steadfastly stood alongside me over the past year and beyond,"" she continued. ""I am going to do everything in my power to represent the 3rd District well for the remainder of this term as I work to earn the trust of grassroots conservative voters in the 4th District to represent them in 2025."" The full video can be seen here. Colorado's 3rd Congressional District, which Boebert currently represents, covers the northwest corner of the state south through Grand Junction to the southeast corner, east to Pueblo and the southern central portion of the state. That district has had both Democratic and Republican representatives over the past few decades. The 4th Congressional District includes most of the eastern half of the state, as well as Douglas County and Greeley. Aside from one-term Democratic Rep. Betsy Markey, who served from 2009 to 2011, the district hasn't seen a Democratic representative since 1973. Boebert won her 2022 bid for reelection against Democratic challenger Adam Frisch by just over 500 votes with over 300,000 ballots cast. The race was so close it triggered an automatic recount. Frisch said he's planning to run for that district again. Frisch, in a statement on Thursday, touted the work he and his campaign team have done in this election and criticized Boebert generally, but also on an incident where she was removed from the Denver Center for the Performing Arts during a performance of Beetlejuice. ""Boebert is running scared from CD-3 because she knows she can't match our campaign's ability to connect with voters and the hard work we have put in to provide them with a common sense voice in Congress, including driving over 45,000 miles and holding hundreds of public meetings in every corner of this great district. Even before the Beetlejuice debacle that embarrassed her constituents, our campaign was polling ahead of Boebert because voters saw that we were showing up in their communities and appreciated the hard work, authenticity, sincerity, and independence that this campaign embodies."" It's unclear how many people will run for that seat in total, but Republicans Russ Andrews, Jeff Hurd and Curtis McCrackin announced their intent to challenge Boebert in the primary for the 3rd Congressional District. Democrats Anna Stout and Adam Withrow, along with Frisch, as well as three third-party candidates said they'll be seeking that seat too. In 2022, Buck won reelection handily with over 60% of the vote. Boebert will face a crowded field in the primary election with six other Republican candidates having announced their intent to run. Whoever wins that bid will then face the winner of the Democratic primary; three people have announced their intent to seek the Democratic nomination. In a statement, Boebert said she'll continue her efforts fighting for conservatives in Colorado and the U.S. and against ""Democrat socialists and communists"" and ""Hollywood elites and national progressive groups."" Boebert was first elected to her seat in 2020, beating 10-year incumbent Scott Tipton, who Trump endorsed at the time. Boebert lives near the western end of the state in Garfield County, hundreds of miles from the 4th Congressional District. If elected to represent the 4th Congressional District, she said she would relocate to that district. Members of Congress are not required to live in the districts they represent, only in the same state. Colorado Democratic Party Chair Shad Murib called Boebert ""cowardly"" for ""abandoning"" her constituents, in a statement. ""Lauren Boebert can run, but she can't hide,"" Murib said, in part. ""The good people of Western and Southern Colorado didn't wait for an election to beat Lauren Boebert -- we scared her straight and chased her out of her own district. With this carpetbagging move, Lauren Boebert has shown herself to be everything she claims she isn't: a typical swampy politician looking for a reason to call Washington D.C. home. She's a loser in CD3, and she'll be a loser in CD4."" Trent Leisy, who's running for the seat Boebert is now seeking, criticized the move from a strategic standpoint. ""Lauren Boebert has officially given the Democrats a Congressional seat by switching districts to run in my race,"" he tweeted Wednesday. ""This move would give the Democrats control of the House. Lauren should be a fighter and keep her district red! In Congress, I would NEVER vote to expand FISA and am running in a district that I actually live in."" Austen Erblat is a digital producer and assignment editor at CBS News Colorado and is Covering Colorado First. Originally from South Florida, he's been in Denver since 2022. He plays drums and has a gray tabby cat named Sox. Meet the news team or contact us.",2023-12-28,"Republicans Russ Andrews, Jeff Hurd and Curtis McCrackin announced their intent to challenge Boebert in the primary for the 3rd Congressional District. Boebert said in a Facebook video that she intends to seek office in Colorado's 4th Congressional District, which covers the Eastern Plains."
"5 million blenders sold at Costco, Target and Walmart recalled",https://www.cbsnews.com/news/blender-recall-walmart-costco-target-blendjet-2/,"BlendJet Inc. is recalling about 4.8 million portable blenders sold at Costco, Target and Walmart after receiving reports of blades breaking off as well as the product overheating or catching fire, resulting in dozens of injuries. The Benicia, California-based company has heard of 329 incidents in which BlendJet 2 Portable Blenders' blades broke off while in use, and an additional 17 reports of overheating or fires that have resulted in property damage claims of roughly $150,000, according to a notice posted Thursday by the Consumer Product Safety Commission. BlendJet has also received 49 reports of minor burn injuries and one laceration injury. ""In one complaint involving an injury, a consumer reported that the blender started smoking while plugged in, and the complainant's son reportedly burned his finger when unplugging it,"" according to Consumer Reports, which began raising safety concerns to the CPSC and BlendJet in August. ""BlendJet should get the word out about this recall as much as possible in the new year, and we urge the company to offer people a refund if they aren't comfortable getting a replacement,"" William Wallace, CR's associate director of safety policy, said on Thursday in an emailed statement. Manufactured in China, the recalled product was sold at stores nationwide and online from October 2020 through November 2023 for between $50 and $75. Offered in a variety of colors and designs, the recalled blenders contain serial numbers where the first four digits range between 5201 to 5542. Consumers can also gohereto identify the blenders. Consumers are urged to stop using the blenders and to contact BlendJet for a free base unit replacement, according to the CPSC notice. People who bought the recalled product will have to remove and cut up the base's rubber seal and email or upload a photo to the company's website. BlendJet 2 blenders with serial numbers that start with ""5543"" or higher are not being recalled as they already have updated components, BlendJet stated. Beyond the 4.8 million recalled blenders sold in the U.S., another roughly 117,000 were sold in Canada. Kate Gibson is a reporter for CBS MoneyWatch in New York.",2023-12-28,"BlendJet Inc. is recalling about 4.8 million portable blenders sold at Costco, Target and Walmart. The company has heard of 329 incidents in which the blades broke off while in use. Consumers are urged to stop using the blenders and to contact BlendJet for a free"
University chancellor says he was fired for appearing in porn,https://www.cbsnews.com/news/university-wisconsin-la-crosse-chancellor-joe-gow-fired-porn-videos/,"Watch the CBS Reportsdocumentary ""Speaking Frankly: Porn"" in the video above. Former University of Wisconsin-La Crosse Chancellor Joe Gow said Thursday that regents fired him because they were uncomfortable with him and his wife producing and appearing in pornographic videos. The regents voted unanimously during a hastily convened closed meeting Wednesday evening to fire Gow.  After the vote, Universities of Wisconsin President Jay Rothman and Regents President Karen Walsh issued statements saying the regents had learned of specific conduct by Gow that subjected the university to ""significant reputational harm."" Rothman called Gow's actions ""abhorrent"" and Walsh said she was ""disgusted."" But neither of them offered any details of the allegations. Gow told The Associated Press in a phone interview Thursday morning that regents had discovered that he and his wife, former UW-La Crosse professor Carmen Wilson, had been producing and appearing inpornographic videos. He maintained that he never mentioned UW-La Crosse or his role at the university in any of the videos and the firing violated his free speech rights. ""My wife and I live in a country where we have a First Amendment,"" he said. ""We're dealing with consensual adult sexuality. The regents are overreacting. They're certainly not adhering to their own commitment to free speech or the First Amendment."" Gow also complained that the regents never told him what policy he violated and he was never given a hearing or other opportunity to present his case. He said he's contemplating a lawsuit. ""I got an email last night saying I was terminated,"" Gow said. ""I wish I would have had the opportunity to have a hearing. When reasonable people understand what my wife and I are creating, it calms them down."" Gow had planned to retire as chancellor at the conclusion of the spring 2024 semester and transition into a role teaching communication courses. But Rothman said Wednesday evening that he planned to file a complaint with UW-L's interim chancellor, Betsy Morgan, seeking a review of Gow's tenure.  Rothman said in an email to the AP on Thursday morning that Gow failed to act as a role model for students, faculty and the community and mistakenly believes the First Amendment equates to a ""free pass to say or do anything that he pleases."" ""Good judgement requires that there are and must be limits on what is said or done by the individuals entrusted to lead our universities,"" Rothman said.  Rothman added that Gow served at the pleasure of the regents and was not entitled to any specific process.  ""That should be abundantly clear to him,"" Rothman said.  Gow took heavy criticism in 2018 for inviting porn actor Nina Hartley to speak at UW-La Crosse. He paid her $5,000 out of student fees to appear. Ray Cross, then UW system president, reprimanded him and the regents refused to give him a raise that year. Gow said then that he was exercising the system's free speech policies. Gow and his wife star in a YouTube channel called ""Sexy Healthy Cooking"" in which the couple cooks meals with porn actors. They also have written two e-books, ""Monogamy with Benefits: How Porn Enriches Our Relationship"" and ""Married with Benefits ??Our Real-Life Adult Industry Adventures"" under pseudonyms. Their biographies on Amazon contain links to their videos on X, the social media platform formerly known as Twitter, and a pornographic website.",2023-12-28,"Former University of Wisconsin-La Crosse Chancellor Joe Gow says he was fired. He says he and his wife appeared in pornographic videos. University president says Gow failed to act as a role model for students, faculty."
"What to know about nitazenes ??powerful, ""under the radar"" synthetic opioids",https://www.cbsnews.com/news/nitazenes-fentanyl-substance-use-drug-supply-opioid-death-colorado/,"A Colorado overdose death has been linked to a new formulation of nitazenes, a class of powerful opioid analgesics being increasingly seen in the illicit drug market. Nitazenes have been around for decades, experts told CBS News, and have been seen in multiple formulations. The person who died in Colorado had used a formulation called N-Desethyl etonitazene. The man died in mid-2023, Denver officials said, but laboratory testing about the substance he overdosed on was not returned until recently.  It's believed to be the first time that formulation was found in an overdose death, according to the Boulder County Coroner's office. The coroner told CBS News that while Denver, Colorado, has seen a decrease in fentanyl overdoses, use of nitazenes has emerged ??which ""raises new concerns."" Here's what to know about nitazenes. Nitazenes were first developed in the 1950s and early 1960s, said Claire Zagorski, a chemist, paramedic and translational scientist in Austin, Texas. At the time, they weren't illicit drugs, but were intended to be sold commercially. That never happened, Zagorski said, and in recent years, those original formulations have been used as a backbone by illicit drug manufacturers to make new synthetic opioids amid a crackdown on substances like fentanyl. ""When you have a backbone of one drug to start with, there is almost limitless ways to modify it,"" Zagorski said. Modifications are made by adding substances to that backbone in a laboratory setting. Theillicit use of nitazenes remains rare, according to Dr. Wilson M. Compton, the deputy director of the National Institute on Drug Abuse. However, testing for nitazenes is not conducted in every overdose death, Compton said, so ""we don't actually know the complete universe of how many deaths are due to these potentially very toxic compounds."" Compton said that according to reports by the Drug Enforcement Administration, nitazenes make up ""much less than 1%"" of the opioids that the agency seizes. However, Zagorski said she expects to see those numbers rise. ""I wouldn't be surprised if we see more and more nitazenes because they're still under the radar to a lot of America and it takes time to implement advisories for law enforcement to all get on the same page of what they need to look for,"" she said. There are multiple forms of the drug circulating, including the N-Desethyl etonitazene version seen in Colorado. Other common formulations include isotonitazenes, metonitazenes, etonitazenes and protonitzenes, according to the Alcohol and Drug Foundation. ""It really is like Whack-a-Mole. Like they just keep coming and coming and coming,"" Zagorski said, because of the way the drugs are developed. Now that stopping fentanyl is a national priority, she expects to see more nitazenes being developed by illicit manufacturers and used as authorities to catch up. ""We're seeing all of these odd chemicals kind of popping up. It's kind of a divide and conquer strategy, and it's hard to keep it keep track of things like that,"" she said. Both Zagorski and Compton described nitazenes as ""very potent,"" but how much risk they pose varies based on the different formulations. N-Desethyl etonitazene and another formulation, etonitazene, are ""about 10 times as potent as fentanyl,"" Zagorski said. Fentanyl is about 50 times more potent that heroin, according to the DEA. ""This is really going to hit with a wallop,"" Zagorksi said. Compton said that some versions of nitazenes can be even more dangerous than carfentanil, which is a fentanyl compound that is about 100 times more potent than fentanyl itself. ""They're even more potent than something that we're already quite concerned about,"" said Compton. Nitazenes can also be mixed into other drugs that are sold illicitly, meaning people may not know that they're consuming something so dangerous, Compton said. ""Nitazenes being mixed with other illicit drugs emphasizes the increased risk of harm or death. Illicit drug suppliers often mix drugs to increase potency or lower costs,"" the Boulder County coroner's office said. It's not clear if the man who died in Colorado knew he was ingesting N-Desethyl etonitazene. There also hasn't been much research into how nitazenes interact with other substances, so there may be unexpected side effects from mixing it with other drugs or alcohol, Compton said. Naloxone, a medication that reverses opioid overdoses and is more commonly known by the brand name Narcan, can reverse an overdose that involves nitazenes, experts said. Naloxone is an opioid antagonist that binds to the same receptors in the brain that are affected by nitazenes, Zagorski said. Compton said that anyone who experiences a nitazene overdose and is revived with naloxone should seek medical treatment because some nitazines may be long-acting. ""There's a concern that as the naloxone wears off, they may fall back into a coma and have respiratory depression,"" Compton said. Naloxone also works on powerful synthetic opioids like fentanyl and carfentanil, and is available over-the-counter. Kerry Breen is a reporter and news editor at CBSNews.com. A graduate of New York University's Arthur L. Carter School of Journalism, she previously worked at NBC News' TODAY Digital. She covers current events, breaking news and issues including substance use.",2023-12-28,"Nitazenes can also be mixed into other drugs that are sold illicitly, Compton said. Tests for nitazenes are not conducted in every overdose death, so ""we don't actually know the complete universe,"" she said."
"Social media apps made $11 billion from children, teens in 2022",https://www.cbsnews.com/news/facebook-instagram-tiktok-snapchat-children-advertising-2022-harvard-study/,"When it comes to children's mental health and privacy, their loss translates into massive gains for social media companies: $11 billion, to be exact. That's according to a new Harvardstudythat shows social media platforms last year generated $11 billion in revenue from advertising directed at children and teenagers, including nearly $2 billion in ad profits derived from users age 12 and under. Snaphat, TikTok and Youtube reaped the highest share of those billions, approximately 30% - 40% combined, according to the findings. ""Although social media platforms may claim that they can self-regulate their practices to reduce the harms to young people, they have yet to do so, and our study suggests they have overwhelming financial incentives to continue to delay taking meaningful steps to protect children,"" said S. Bryn Austin, one of the authors of the study and a professor of social and behavioral sciences at the Harvard T.H. Chan School of Public Health. Youtube, Instagram and Facebook brought in hundreds of millions of dollars last year in profits from advertising targeting children who use the platforms, generating $959.1 million, $801.1 million and $137.2 million respectively, Harvard researchers found. That same year, Instagram, Tiktok and Youtube generated a whopping $4 billion, $2 billion and $1.2 billion respectively in revenue from ads aimed at users in their teens. The study, which draws from public survey and market research data from 2021 and 2022, focuses on two age groups within the U.S.: children 12 years old and younger and adolescents ranging from 13 to 17 years old. Researchers examined advertising activities of both groups across six popular social media platforms: Youtube, X, TikTok, Instagram, Facebook, Snapchat. Social media platforms have increasingly come under fire as health officials express concern over the potential harmful effects of apps like Instagram, Snapchat and TikTok on young peoples' mental health. U.S. Surgeon General Dr. Vivek Murthy in May called for stronger guidelines for social mediause among children and teens, pointing to a growing body of research that the platforms may pose what he described as a ""profound risk"" to young people's mental health. As reported by CBS' 60 Minutes in June the number of families pursuing lawsuits has grown to over 2,000 since last December. More than 350 lawsuits are expected to move forward this year against TikTok, Snapchat, YouTube, Roblox and Meta ??the parent company to Instagram and Facebook. More recently, attorneys general in 33 statesfiled a federal lawsuit against Meta in October, claiming that the company harmed young users on its Facebook and Instagram platforms through the use of highly manipulative tactics to attract and sustain engagement, as it illegally collected personal information from children without parental consent. Also in October, New York lawmakers proposed legislation to prohibit minors from accessing what they described as ""addictive feeds"" without parental consent. Elizabeth Napolitano is a freelance reporter at CBS MoneyWatch, where she covers business and technology news. She also writes for CoinDesk. Before joining CBS, she interned at NBC News' BizTech Unit and worked on the Associated Press' web scraping team.",2023-12-28,"Harvard study: Social media platforms generated $11 billion in revenue from advertising directed at children and teenagers. Nearly $2 billion in ad profits derived from users age 12 and under. Health officials express concern over potential harmful effects of apps like Instagram, Snapchat and TikTok."
